Gene,RPKM,mRNA per cell cycle,Time to refire
oppA,41.5574,4.143766148,434.3874475
oppB,14.4755,3.46617701,519.3041194
oppC,16.2302,3.510079604,512.8088827
oppD,21.4709,3.641201918,494.342264
oppF,24.7116,3.722284232,483.5740335
yjbB,2.99372,3.178902874,566.2330908
yjbC,442.6889887,14.1800785,126.9386485
spxA,1109.27,30.8579354,58.33183512
yjbE,34.7962,3.974600924,452.8756558
,585.2400224,17.74670536,101.427277
mecA,355.119,11.98907738,150.1366571
,585.2400224,17.74670536,101.427277
coiA,4.80961,3.224336442,558.2543982
pepF,119.754,6.10024508,295.0701122
yizD,8.830943961,3.324950218,541.3614888
roxS,585.2400224,17.74670536,101.427277
spxH,585.2400224,17.74670536,101.427277
yjbI,221.7033378,8.651017512,208.0680102
cwlQ,585.2400224,17.74670536,101.427277
yjbK,54.4828,4.467159656,402.9406018
yjbL,125.296,6.23890592,288.5121243
relP,147.0271902,6.782620299,265.3841614
ppnKA,128.845988,6.32772662,284.4623525
yjbO,129.308,6.33928616,283.943642
prpE,12.036,3.40514072,528.612515
kefQ,585.2400224,17.74670536,101.427277
tswA,585.2400224,17.74670536,101.427277
tenA,11.9839,3.403837178,528.8149538
tenI,13.2222,3.434819444,524.0450129
thiO,12.6048,3.419372096,526.4124376
thiS,21.5684,3.643641368,494.0112975
thiG,12.4465,3.41541143,527.0228893
thiF,13.0779252,3.431209689,524.5963271
thiD,16.0336,3.505160672,513.5285279
fabI,150.1609412,6.861026749,262.3514039
cotO,5.4673,3.240791846,555.4198127
cotZ,4.99976,3.229093995,557.4318997
cotY,8.259004108,3.310640283,543.7014735
cotX,17.1349,3.532715198,509.5231003
cotW,14.43717042,3.465218004,519.4478379
cotV,10.02920939,3.354930819,536.5237309
yjcA,3.1301,3.182315102,565.6259491
,585.2400224,17.74670536,101.427277
yjzK,1.34957,3.137766241,573.6565
yjcB,585.2400224,17.74670536,101.427277
yjcZ,5.74243,3.247675599,554.2425484
spoVIF,9.119707525,3.332175082,540.1877019
yjcD,79.7242,5.098699484,353.0312005
yjzE,69.64664947,4.84655917,371.3975084
yjcF,30.78200794,3.874165839,464.6161458
yjcG,40.0184,4.105260368,438.4618364
yjcH,38.76300036,4.073850269,441.842454
mswA,1.97805,3.153490811,570.7960187
metI,3.41279,3.189388006,564.3715963
metC,4.14795,3.207781709,561.1354398
yjcK,2.85672,3.175475134,566.8443064
yjcL,1.11416,3.131876283,574.7353462
trnSLVal2,585.2400224,17.74670536,101.427277
yjcM,75.5942,4.995366884,360.3338937
yjcN,287.7129303,10.30257752,174.7135605
yjzF,4.235308294,3.209967414,560.7533561
yjzG,4.017948927,3.204529082,561.7049975
yjcO,5.477958045,3.24105851,555.3741144
yjcP,14.23781005,3.460230007,520.1966332
yjcQ,18.95218677,3.578183713,503.0485141
yjcR,1.331631669,3.137317424,573.738566
yjcS,92.61681266,5.421272653,332.0253592
yjdA,75.6424757,4.996574742,360.2467876
yjdB,12.52411459,3.417353347,526.7234076
manR,757.758,22.06310516,81.58416447
manP,657.339,19.55062178,92.06868305
manA,676.45,20.028779,89.87068058
yjdF,949.1621851,26.85203787,67.03401837
yjdG,87.81815553,5.301210251,339.5451066
yjdH,585.2400224,17.74670536,101.427277
trnE,61.1588,4.634193176,388.4171271
yjzH,54.05195061,4.456379804,403.9153032
yjdJ,30.78269483,3.874183025,464.6140847
ctaO,5.43928,3.240090786,555.5399892
cotT,2.05688,3.155463138,570.4392419
pdaC,78.1476,5.059252952,355.7837525
yjfA,3.306666341,3.186732792,564.8418357
yjfB,15.58758035,3.49400126,515.1686751
yjfC,3.69895,3.196547729,563.1074999
yjgA,39.68409594,4.09689608,439.357007
yjgB,2.66752,3.17074135,567.6905812
yjgC,24.6732,3.721323464,483.6988822
yjgD,23.2801,3.686468102,488.2722297
yjhA,52.5797,4.419544094,407.2818286
yjhB,10.06253523,3.355764631,536.39042
yjiA,26.52354372,3.767619064,477.7553063
cypE,585.2400224,17.74670536,101.427277
ppuG,585.2400224,17.74670536,101.427277
yjzI,56.28203625,4.512176547,398.9205611
yjjA,84.3745101,5.215050243,345.1548722
yjkA,31.12013407,3.882625754,463.6037862
yjkB,32.3387,3.913114274,459.9916777
yjlA,56.71693985,4.523057835,397.9608631
yjlB,17.38628703,3.539004901,508.6175493
yjlC,1502.478428,40.69601027,44.23038003
ndh,1185.29,32.7599558,54.94512908
uxaC,10.3629,3.363279758,535.191875
exuM,3.3908,3.188837816,564.4689708
yjmC,0.781763255,3.123559717,576.2655954
yjmD,0.707533,3.121702476,576.6084417
uxuA,2.06934,3.155774887,570.38289
uxuB,0.962318722,3.128077214,575.4333658
exuT,1.70611,3.146686872,572.0302252
exuR,27.8107,3.799823714,473.7061863
uxaB,2.98463,3.178675443,566.2736044
uxaA,4.00468,3.204197094,561.763196
yjnA,1.516768026,3.141949536,572.892715
yjoA,308.549,10.82389598,166.2987157
yjoB,90.0641,5.357403782,335.9836356
rapA,14.4497,3.465531494,519.4008489
phrA,7.005818333,3.279285575,548.9000451
yjpA,9.64674181,3.34536148,538.0584462
xlyB,9.39502,3.3390634,539.0733221
yjqA,79.017,5.08100534,354.2605999
pghB,585.2400224,17.74670536,101.427277
xpdC,585.2400224,17.74670536,101.427277
xkdA,11.1136,3.382062272,532.2196504
xre,54.6607,4.471610714,402.5395132
yjzJ,1.098949041,3.131495705,574.8051952
xkdB,2.64231,3.170110596,567.8035341
xkdC,3.3204,3.187076408,564.780937
ykzK,5.617834946,3.24455823,554.775064
xkdD,4.77541,3.223480758,558.4025887
xtrA,6.74786,3.272831457,549.9824918
xpf,1.50636,3.141689127,572.940201
xtmA,11.9318,3.402533636,529.0175477
xtmB,14.8406,3.475311812,517.9391368
xkdE,10.9517,3.378011534,532.8578609
xkdF,17.3757,3.538740014,508.6556212
xkdG,19.6488,3.595612976,500.6100523
ykzL,12.32982837,3.412492306,527.4737168
xkdH,15.2592,3.485785184,516.3829396
xkdI,13.0771,3.431189042,524.5994837
xkdJ,9.939322361,3.352681845,536.8836302
ykzM,17.97967236,3.553851402,506.4927585
xkdK,19.3419,3.587934338,501.6814218
xkdM,19.35860875,3.588352391,501.6229745
xkdN,619.444,18.60248888,96.76124585
xkzB,0.163587276,3.108092954,579.1332585
xkdO,11.1337,3.382565174,532.1405228
xkdP,9.80587,3.349342867,537.4188524
xkdQ,8.42655,3.314832281,543.0138986
xkdR,7.84723,3.300337695,545.3987339
xkdS,5.84736,3.250300947,553.7948729
xkdT,6.196500807,3.25903645,552.3104843
xkdU,7.31776,3.287090355,547.5967514
xkzA,7.16312,3.283221262,548.2420636
xkdV,8.78644,3.323836729,541.5428455
xkdW,6.697161705,3.271562986,550.1957345
xkdX,10.43176739,3.36500282,534.9178281
xepA,7.53833,3.292609017,546.6789379
xhlA,15.74397508,3.497914257,514.5923736
xhlB,12.26378134,3.410839809,527.7292693
xlyA,17.4471,3.540526442,508.398971
spoIISC,585.2400224,17.74670536,101.427277
spoIISB,99.37637679,5.590396947,321.9807139
spoIISA,81.85771402,5.152080005,349.3734566
pitB,585.2400224,17.74670536,101.427277
ykaA,922.805,26.1925811,68.72174961
steT,585.2400224,17.74670536,101.427277
mhqA,18.3842,3.563972684,505.054376
,585.2400224,17.74670536,101.427277
ykcB,1.75332,3.147868066,571.8155787
ykcC,3.90397,3.201677329,562.2053114
htrA,41.1747,4.134190994,435.3935274
proCC,585.2400224,17.74670536,101.427277
dppA,1.1349867,3.132397367,574.6397372
dppB,0.477155,3.115938418,577.675088
dppC,0.31427,3.111863035,578.4316275
dppD,0.60048,3.11902401,577.103605
dppE,1.55486,3.142902597,572.7189896
ldcA,1.58166,3.143573133,572.5968265
aeeB,585.2400224,17.74670536,101.427277
eepC,585.2400224,17.74670536,101.427277
ykfD,3.85651,3.20048988,562.4139014
pgl,158.349,7.06589198,254.7449077
ddaH,585.2400224,17.74670536,101.427277
ykhA,148.3056537,6.814607456,264.1384719
hmpA,585.2400224,17.74670536,101.427277
ykzH,1.32641038,3.137186788,573.7624572
ykjA,1.36755,3.138216101,573.5742671
ykkA,1.54319,3.142610614,572.7722016
ykkB,1.70452,3.14664709,572.0374571
gdwA,585.2400224,17.74670536,101.427277
gdnC,585.2400224,17.74670536,101.427277
gdnD,585.2400224,17.74670536,101.427277
purU,327.1806415,11.29005965,159.4322843
pswB,585.2400224,17.74670536,101.427277
proB,190.927,7.88099354,228.3975987
proA,261.696,9.65163392,186.4969201
ohrA,22.99343526,3.67929575,489.2240587
ohrR,42.3132,4.162676264,432.4141216
ohrB,90.345,5.3644319,335.5434524
ykzN,18.19977003,3.559358246,505.7091407
guaN,585.2400224,17.74670536,101.427277
metE,4.54619,3.217745674,559.3978463
mswB,585.2400224,17.74670536,101.427277
ispA,127.296,6.28894592,286.2164857
rsbRB,130.553,6.37043606,282.5552259
thiX,9.31205,3.336987491,539.4086747
thiW,10.2098,3.359449196,535.8021196
thiV,8.26445,3.310776539,543.6790973
thiU,8.80244,3.324237049,541.4776304
tswB,585.2400224,17.74670536,101.427277
ykoG,16.22095763,3.50984836,512.8426688
ykoH,16.3728,3.513647456,512.2881628
ykoI,19.8274,3.600081548,499.9886741
ykoJ,36.0774,4.006656548,449.2523825
ykzD,2.856210314,3.175462382,566.8465828
swmG,585.2400224,17.74670536,101.427277
mgtE,251.7399793,9.402534282,191.4377492
tnrA,26.496,3.76692992,477.8427096
ykzB,38.45119241,4.066048834,442.690207
ykoL,4.325931307,3.212234801,560.3575428
ykoM,24.7821,3.724048142,483.3449868
ykoN,1.12043,3.132033159,574.7065592
ykoP,0.469212,3.115739684,577.7119344
ykoQ,9.42086,3.339709917,538.9689658
ykoS,1.514486817,3.14189246,572.9031222
ykoT,2.70913,3.171782433,567.5042467
ligD,585.2400224,17.74670536,101.427277
ligV,585.2400224,17.74670536,101.427277
dgcW,585.2400224,17.74670536,101.427277
ykoX,137.0557708,6.533135385,275.5185518
mnrW,585.2400224,17.74670536,101.427277
ykoY,14.2609,3.460807718,520.1097971
sigI,63.3121,4.688068742,383.9534143
rsgI,65.8385,4.75127927,378.8453378
sspD,57.36979828,4.539392353,396.5288435
htpK,146.678,6.77388356,265.7264454
htpX,913.557,25.96119614,69.33424756
ktrD,129.317,6.33951134,283.9335563
ykzP,6.26773,3.260818605,552.0086267
ykzE,2.463230511,3.165630027,568.6071918
ykrP,7.55523,3.293031855,546.6087422
kinE,3.79077,3.198845065,562.7030891
ogt,42.67373915,4.171696954,431.4790887
,585.2400224,17.74670536,101.427277
mtnA,3.37584,3.188463517,564.5352348
mtnK,2.900977848,3.176582466,566.646709
mswC,585.2400224,17.74670536,101.427277
mtnU,12.2071,3.409421642,527.9487811
mtnE,13.9836,3.453869672,521.1545805
mswD,585.2400224,17.74670536,101.427277
mtnW,9.01287,3.329502007,540.621389
mtnX,28.4545,3.81593159,471.7065696
mtnB,585.2400224,17.74670536,101.427277
mtnD,27.5286,3.792765572,474.5877291
ykvA,57.20950663,4.535381856,396.8794816
spo0E,130.777376,6.376049948,282.306446
eag,15.18908192,3.48403083,516.6429598
kinD,69.6235,4.84597997,371.4418985
mhqR,426.1342717,13.76587948,130.7580822
motB,67.5123824,4.793159808,375.5351526
motA,44.3554,4.213772108,427.1707045
clpE,17.9178,3.552303356,506.7134813
ykvI,1.82852,3.14974957,571.4740044
qswA,585.2400224,17.74670536,101.427277
queC,156.2546815,7.013492131,256.6481813
queD,127.6527736,6.297872395,285.8108083
queE,221.225,8.6390495,208.3562549
queF,310.402,10.87025804,165.5894454
ykvN,14.9332,3.477628664,517.5940774
ykvO,4.727863817,3.222291153,558.6087398
ykvP,3.39502,3.1889434,564.4502815
ykzQ,9.884781269,3.351317227,537.1022431
ykvQ,10.2579,3.360652658,535.6102469
ykzR,15.19853362,3.484267311,516.6078946
ykvR,19.10341436,3.581967427,502.5171324
ykvS,130.1127184,6.359420214,283.0446706
ykzS,68.84636032,4.826535935,372.9382779
ykvT,18.8989,3.576850478,503.2360204
ykvU,2.73167,3.172346383,567.4033609
stoA,33.658,3.94612316,456.143898
pfeT,585.2400224,17.74670536,101.427277
papB,585.2400224,17.74670536,101.427277
ykvZ,49.5245,4.34310299,414.4502224
glcT,307.717,10.80307934,166.6191595
gswA,585.2400224,17.74670536,101.427277
ptsG,1316.37,36.0395774,49.94509175
ptsH,3701.552152,95.71683484,18.80546931
ptsI,3652.753756,94.49589898,19.04844569
splA,25.4613418,3.741042772,481.1492703
splB,25.3842,3.739112684,481.3976342
ykwB,0.85463,3.125382843,575.9294431
mcpC,14.3017,3.461828534,519.9564283
ohaC,585.2400224,17.74670536,101.427277
ykwD,13.4667968,3.440939256,523.1129834
pbpH,30.6769,3.871536038,464.9317435
kinA,7.69612,3.296556922,546.0242436
dapX,299.845,10.6061219,169.7133049
ykzT,260.4467703,9.620378193,187.1028315
cheV,32.58367429,3.919243531,459.2723024
kre,585.2400224,17.74670536,101.427277
ykuC,113.592,5.94607184,302.7208632
ltdD,585.2400224,17.74670536,101.427277
ppeE,585.2400224,17.74670536,101.427277
fadH,4.918880341,3.227070386,557.7814502
ykuG,33.851,3.95095202,455.5863981
ykzU,585.2400224,17.74670536,101.427277
ykuH,51.0551,4.381398602,410.8277204
ykuI,74.59506101,4.970368426,362.1461923
fsrA,585.2400224,17.74670536,101.427277
ykuJ,1074.771326,29.99477858,60.01044466
ykuK,1219.637808,33.61933796,53.54061411
abbA,535.322,16.49775644,109.1057446
ykuL,81.6902,5.147888804,349.6579022
ccpC,142.822,6.67740644,269.5657388
fldN,585.2400224,17.74670536,101.427277
ykuO,44.21408395,4.21023638,427.5294395
fldP,585.2400224,17.74670536,101.427277
dapH,612.2428646,18.42231647,97.70758214
dapI,585.2400224,17.74670536,101.427277
ykuS,131.50645,6.394291379,281.5010911
mscT,585.2400224,17.74670536,101.427277
ahpA,585.2400224,17.74670536,101.427277
ykuV,19.8949,3.601770398,499.7542323
rok,468.0312211,14.81414115,121.5055251
sppO,585.2400224,17.74670536,101.427277
mobA,81.91025524,5.153394586,349.2843348
moeB,97.1831,5.535521162,325.1726346
moeA,108.136,5.80956272,309.8339904
mobB,108.1233715,5.809246755,309.8508423
moaE,142.971,6.68113442,269.4153248
moaD,84.79778986,5.225640702,344.4553697
yknU,1.2183,3.134481866,574.2575893
yknV,1.43657,3.139942981,573.2588173
skiW,585.2400224,17.74670536,101.427277
skiX,585.2400224,17.74670536,101.427277
skiY,585.2400224,17.74670536,101.427277
skiZ,585.2400224,17.74670536,101.427277
fruR,119.911,6.10417322,294.8802295
fruK,139.272,6.58858544,273.1997659
fruA,117.865,6.0529823,297.3740729
sipT,243.4032563,9.193949473,195.7809324
ykoA,102.8933419,5.678391414,316.9911809
ykpA,568.506,17.32802012,103.8779957
panE,73.8112,4.950756224,363.5808185
ampS,109.566,5.84534132,307.9375355
ykpC,31.73,3.8978846,461.7889406
mreBH,32.03111051,3.905418385,460.8981222
abhA,585.2400224,17.74670536,101.427277
kinC,86.0712919,5.257503723,342.3678032
ykqA,86.5329,5.269053158,341.6173544
ktrC,202.915,8.1809333,220.0237961
adeC,326.701,11.27805902,159.6019312
rnjA,776.367,22.52870234,79.89807725
rnpZA,596.1587485,18.01989189,99.8896115
ykrA,71.5548,4.894301096,367.774676
defB,153.229,6.93778958,259.4486297
ykzV,6.890906162,3.276410472,549.3817137
,585.2400224,17.74670536,101.427277
ykyA,44.58906438,4.219618391,426.5788593
pdhA,3873.33,100.0147166,17.9973514
pdhB,3197.4,83.102948,21.65988143
pdhC,3822.27,98.7371954,18.23021196
pdhD,3167.88,82.3643576,21.85411327
slp,16.5755,3.51871901,511.5497983
srrA,585.2400224,17.74670536,101.427277
rgpA,11.0581,3.380673662,532.4382593
speA,281.558,10.14858116,177.3646948
yktA,132.2021355,6.41169743,280.7368906
yktB,194.293,7.96521086,225.9827181
ykzI,9.205670552,3.334325877,539.8392558
suhB,102.8398044,5.677051906,317.0659754
ykzC,88.0738,5.307606476,339.135919
yktD,33.8134,3.950011268,455.6949026
nprE,10.2278,3.359899556,535.7303009
ylaA,9.29274,3.336504355,539.4867827
ylaB,14.4854,3.466424708,519.2670119
sigP,585.2400224,17.74670536,101.427277
sigQ,585.2400224,17.74670536,101.427277
ylaE,14.493,3.46661486,519.2385289
ylaF,61.24890382,4.636447574,388.2282656
bipA,1332.97,36.4549094,49.37606566
ylaH,1024.944907,28.74812157,62.61278656
ylaI,120.18564,6.111044713,294.5486549
ylaJ,2.43887,3.165020527,568.7166906
ylaK,11.50742997,3.391915898,530.673535
ylaL,111.802,5.90128604,305.0182601
glsB,11.8654,3.400872308,529.275973
ylaN,565.325956,17.24845542,104.3571703
ftsW,134.885,6.4788227,277.8282542
pycA,405.515,13.2499853,135.8492073
ctaA,254.565,9.4732163,190.0093847
ctaB,641.674,19.15868348,93.95217588
ctaC,9.06425,3.330787535,540.4127346
ctaD,10.2139,3.359551778,535.7857592
ctaE,11.12508945,3.382349738,532.174417
ctaF,10.6068638,3.369383732,534.2223217
ctaG,8.04649,3.30532318,544.576098
ylbA,21.8692,3.651167384,492.9930104
ylbB,47.3936,4.289787872,419.6011676
ylbC,99.7873,5.600678246,321.3896462
ylbD,9.68547,3.346330459,537.9026435
ylbE,8.393822465,3.314013438,543.1480691
ricF,585.2400224,17.74670536,101.427277
ylbG,206.1200405,8.261123413,217.8880414
csfG,585.2400224,17.74670536,101.427277
rsmD,212.122,8.41129244,213.9980286
coaD,235.675,9.0005885,199.9869231
spoVV,585.2400224,17.74670536,101.427277
ylbK,69.84718094,4.851576467,371.0134246
ylbL,93.6878,5.448068756,330.3923061
ylbM,25.4253,3.740141006,481.2652777
ylzH,311.9779465,10.90968822,164.9909661
ylbN,7227.410448,183.9338094,9.786129074
rpmF,6357.57201,162.1704517,11.09943261
gerR,33.72480821,3.947794701,455.9507614
ylbP,6.79606,3.274037421,549.7799104
panE,73.8112,4.950756224,363.5808185
bshC,231.623,8.89920746,202.2652026
mraZ,544.245,16.7210099,107.6490003
rsmH,585.2400224,17.74670536,101.427277
ftsL,569.508,17.35309016,103.727923
pbpB,274.688,9.97669376,180.4204923
spoVD,6.06891,3.255844128,552.8520191
murE,342.821,11.68138142,154.0913643
mraY,330.9758475,11.3850157,158.1025487
murD,382.062,12.66319124,142.1442641
spoVE,309.8196973,10.85568883,165.8116798
murG,234.869,8.98042238,200.4360067
murB,306.164,10.76422328,167.2206116
divIB,162.696,7.17465392,250.8831813
ylxW,167.911,7.30513322,246.4020773
ylxX,206.215,8.2634993,217.8253951
sbp,157.3243524,7.040255297,255.6725465
ftsA,538.487,16.57694474,108.5845449
ftsZ,637.803,19.06183106,94.42954322
bpr,2.64621,3.170208174,567.7860573
spoIIGA,1.8524,3.150347048,571.3656218
sigE,1.790249038,3.148792031,571.6477882
sigG,12.9334,3.427593668,525.1497623
ylmA,5.03671,3.230018484,557.2723527
tswE,585.2400224,17.74670536,101.427277
thiQ,3.13155,3.182351381,565.619501
ylmC,8.872852434,3.325998768,541.1908198
ylmD,362.9,12.183758,147.7376685
ylmE,423.4854637,13.6996063,131.3906371
sepF,615.392,18.50110784,97.29147117
ylmG,504.7231218,15.73217251,114.4152214
ylmH,254.818,9.47954636,189.882504
divIVA,693.9133609,20.46571229,87.95198401
iswA,1102.33,30.6842966,58.66192807
ileS,631.661,18.90815822,95.19700328
ylyA,6.58052,3.26864461,550.6869711
lspA,303.993,10.70990486,168.0687199
rluD,418.328,13.57056656,132.6400038
pyaA,585.2400224,17.74670536,101.427277
pyrR,611.082,18.39327164,97.86187228
pyaB,585.2400224,17.74670536,101.427277
pyrP,149.274,6.83883548,263.2027054
pyaC,585.2400224,17.74670536,101.427277
pyrB,39.9706,4.104064412,438.5896076
pyrC,43.6661,4.196525822,428.92623
pyrAA,56.41753084,4.515566622,398.6210704
pyrAB,59.9666,4.604364332,390.9334428
pyrK,53.807,4.45025114,404.4715553
pyrD,54.967,4.47927434,401.8508051
pyrF,71.1337,4.883765174,368.5680896
pyrE,82.8964,5.178067928,347.6200052
mswE,585.2400224,17.74670536,101.427277
cysH,17.06749139,3.531028635,509.7664693
cysP,10.2083,3.359411666,535.8081054
sat,12.5214,3.417285428,526.7338763
cysC,10.817,3.37464134,533.3900165
sumT,17.415,3.5397233,508.5143237
sirB,67.0859,4.782489218,376.3730388
sirC,56.62960507,4.520872719,398.1532133
fbnA,585.2400224,17.74670536,101.427277
tcaB,585.2400224,17.74670536,101.427277
yloC,426.425,13.7731535,130.6890248
remA,585.2400224,17.74670536,101.427277
gmk,875.409,25.00673318,71.98061366
rpoZ,680.1221317,20.12065574,89.46030506
coaBC,94.4742,5.467744484,329.2033864
priA,90.1744,5.360163488,335.8106528
defA,159.346,7.09083692,253.8487375
fmt,203.884,8.20517768,219.3736772
rsmB,214.995,8.4831749,212.1847093
rlmN,255.7615051,9.503152858,189.4108226
prpC,253.586,9.44872172,190.5019592
prkC,257.839,9.55513178,188.3804474
rsgA,585.2400224,17.74670536,101.427277
rpe,187.988926,7.807482929,230.5480545
thiN,93.75292569,5.449698201,330.2935197
spoVM,585.2400224,17.74670536,101.427277
rpmB,8972.46,227.5949492,7.908787108
yloU,388.4765287,12.82368275,140.3652941
yloV,365.604,12.25141208,146.9218396
sdaAB,147.8193591,6.802440365,264.6109195
sdaAA,133.081,6.43368662,279.7773821
recG,82.3155,5.16353381,348.5984727
fapR,652.4765617,19.42896357,92.64518888
plsX,626.147,18.77019794,95.89669783
fabD,861.048,24.64742096,73.02995323
fabG,1190.43,32.8885586,54.73027936
acpA,5899.82,150.7174964,11.94287354
rnc,451.976,14.41243952,124.8921113
smc,232.736,8.92705472,201.6342519
ftsY,303.4050916,10.69519539,168.2998706
ylqB,10.3467,3.362874434,535.2563812
ylxM,1800.61,48.1552622,37.3790925
ffh,1351.69,36.9232838,48.74972686
rpsP,5070.98,129.9799196,13.84829292
ylqC,4303.13,110.7683126,16.2501347
ylqD,413.267,13.44394034,133.8893178
rimM,406.804,13.28223608,135.51935
trmD,315.395,10.9951829,163.7080544
,585.2400224,17.74670536,101.427277
rplS,19391.02507,488.2674473,3.68650421
rbgA,279.471,10.09636442,178.2819959
rnhB,70.4466,4.866573932,369.8700616
ylqG,70.0556,4.856791112,370.6150745
ylqH,47.17059286,4.284208233,420.147645
sucC,301.918481,10.65800039,168.8872146
sucD,253.426,9.44471852,190.5827046
dprA,14.791,3.47407082,518.1241527
topA,418.538,13.57582076,132.5886686
trmFO,270.9068969,9.88209056,182.1476932
codV,687.082,20.29479164,88.69270658
clpQ,780.8126825,22.63993332,79.50553453
clpY,823.0463378,23.69661937,75.96020224
codY,859.067,24.59785634,73.17710841
flgB,102.7554879,5.674942307,317.1838413
flgC,90.294,5.36315588,335.623286
fliE,101.3890501,5.640754034,319.1062736
fliF,80.1968,5.110523936,352.2143762
fliG,99.0722,5.582786444,322.4196408
fliH,98.9637,5.580071774,322.5764959
fliI,101.022,5.63157044,319.6266511
fliJ,126.992,6.28133984,286.5630655
ylxF,102.2613715,5.662579515,317.876331
fliK,116.862,6.02788724,298.6120888
flgD,105.614,5.74646228,313.2361986
flgE,112.272,5.91304544,304.4116637
swrD,585.2400224,17.74670536,101.427277
fliL,92.66750787,5.422541047,331.9476947
fliM,108.4023826,5.816227613,309.4789475
fliY,115.459,5.99278418,300.3612254
cheY,124.289,6.21371078,289.6819733
fliZ,92.27529847,5.412727968,332.5495038
fliP,89.66,5.3472932,336.6189084
fliQ,83.53967382,5.194162639,346.5428646
fliR,73.7801,4.949978102,363.6379723
flhB,76.1543021,5.009380639,359.3258588
flhA,78.8365,5.07648923,354.5757547
flhF,73.9636,4.954569272,363.3010058
flhG,585.2400224,17.74670536,101.427277
cheB,65.4185,4.74077087,379.685087
cheA,83.5848,5.195291696,346.4675528
cheW,70.86799859,4.877117325,369.0704734
cheC,79.522,5.09364044,353.3818339
cheD,74.30492847,4.96310931,362.6758726
sigD,106.632,5.77193264,311.8539512
swrB,585.2400224,17.74670536,101.427277
rpsB,7018.305207,178.7019963,10.0726351
tsf,4343.72,111.7838744,16.10250145
pyrH,1241.61,34.1690822,52.67920249
frr,1160.25,32.133455,56.01638542
uppS,459.27,14.5949354,123.3304534
cdsA,372.25,12.417695,144.954438
dxr,470.635,14.8792877,120.9735329
rasP,585.2400224,17.74670536,101.427277
proS,724.621603,21.23403251,84.76957918
polC,209.084,8.33528168,215.9495107
surG,585.2400224,17.74670536,101.427277
rimP,1347.13,36.8091926,48.9008281
nusA,1144.44,31.7378888,56.71454744
rulR,585.2400224,17.74670536,101.427277
rulQ,585.2400224,17.74670536,101.427277
infB,1328.22,36.3360644,49.53756082
ylxP,1253.174459,34.45842496,52.2368623
rbfA,1203.68,33.2200736,54.18410632
truB,190.697,7.87523894,228.5644936
ribC,322.397,11.17037294,161.1405465
rpsO,585.2400224,17.74670536,101.427277
pnpA,1674.77,45.0067454,39.99400499
ylxY,258.385,9.5687927,188.1115054
mlpA,220.48,8.6204096,208.8067834
ymxH,14.214662,3.459650843,520.2837169
spoVFA,3.28109,3.186092872,564.955283
spoVFB,4.25424686,3.210441256,560.6705921
asd,471.551,14.90220602,120.7874859
dapG,298.9248084,10.58309871,170.0825108
dapA,489.096,15.34118192,117.3312467
rnjB,557.621,17.05567742,105.5367052
tepA,11.0407,3.380238314,532.5068332
tepJ,585.2400224,17.74670536,101.427277
spoIIIE,94.7356,5.474284712,328.8100811
ymfC,197.3671624,8.042126403,223.8214012
bcbE,585.2400224,17.74670536,101.427277
ymfF,161.035,7.1330957,252.344855
ymfH,181.755,7.6515101,235.2476801
efpI,585.2400224,17.74670536,101.427277
ymfJ,18.6782,3.571328564,504.0141134
ymfKn,585.2400224,17.74670536,101.427277
ymfKc,585.2400224,17.74670536,101.427277
rodZ,585.2400224,17.74670536,101.427277
pgsA,193.750158,7.951628953,226.3687114
cinA,232.597,8.92357694,201.7128347
recA,589.9571726,17.86472846,100.757199
pbpX,108.799,5.82615098,308.9518288
rny,1896.41,50.5521782,35.60677431
pdeB,585.2400224,17.74670536,101.427277
spoVS,157.1789055,7.036616216,255.804771
tdh,10.815,3.3745913,533.3979258
kbl,6.49632,3.266537926,551.0421249
miaB,281.005,10.1347451,177.6068349
ricA,585.2400224,17.74670536,101.427277
cotE,5.15915,3.233081933,556.7443193
mutS,108.514,5.81902028,309.3304222
mutL,119.193,6.08620886,295.7506128
surX,585.2400224,17.74670536,101.427277
ymzD,26.96521462,3.77866967,476.3581253
ymcC,17.1889,3.534066278,509.3283086
pksA,41.9645,4.15395179,433.3223135
pksB,9.835206441,3.350076865,537.3011046
,585.2400224,17.74670536,101.427277
pksC,14.4997,3.466782494,519.2134214
pksD,3.86808,3.200779362,562.3630362
pksE,1.01042,3.129280708,575.2120592
acpK,585.2400224,17.74670536,101.427277
pksF,0.382268,3.113564345,578.1155616
pksG,0.423945,3.114607104,577.9220107
pksH,0.664284,3.120620386,576.8083834
pksI,0.547501299,3.117698483,577.3489675
pksJ,1.35539,3.137911858,573.6298792
pksL,2.65858,3.170517672,567.7306315
pksM,4.12486,3.207203997,561.2365168
pksN,2.22587,3.159691267,569.6759106
pksR,6.14642,3.257783428,552.5229161
pksS,45.5855,4.24454921,424.0733022
ymzB,10.4989,3.366682478,534.6509544
ymaE,3.67759,3.196013302,563.201661
aprX,2.289697086,3.161288221,569.3881336
ymzEn,585.2400224,17.74670536,101.427277
ymzEc,585.2400224,17.74670536,101.427277
pghC,585.2400224,17.74670536,101.427277
ymaD,48.68248497,4.322035774,416.4704075
ebrB,30.89603181,3.877018716,464.2742612
ebrA,38.46253733,4.066332684,442.659305
ymaG,2.670104115,3.170806005,567.6790056
ymaF,2.12683,3.157213287,570.1230283
miaA,91.3714,5.390112428,333.9447969
